RMSE of SPM,RMSE of baseLine
10.6379822648,13.3510299228
No,ActualPM25Data,Sequential Pattern Mining Prediction,BaseLine Prediction
0,311,311,311
1,311,311,311
2,311,311,311
3,334,334,334
4,262,262,262
5,262,262,262
6,262,262,262
7,262,262,262
8,262,262,262
9,262,262,262
10,286,286,286
11,286,286,286
12,289,289,289
13,289,289,289
14,289,289,289
15,289,289,289
16,289,289,289
17,289,289,289
18,347,347,347
19,347,347,347
20,347,347,347
21,324,324,324
22,331,331,331
23,331,331,331
24,331,331,331
25,331,331,331
26,358,358,358
27,358,358,358
28,358,358,358
29,267,267,267
30,267,267,267
31,249,249,249
32,249,249,249
33,249,249,249
34,249,249,249
35,190,190,190
36,190,190,190
37,190,190,190
38,190,190,190
39,190,190,190
40,238,238,238
41,246,246,246
42,246,246,246
43,246,246,246
44,254,254,254
45,202,202,202
46,295,295,295
47,256,256,256
48,246,246,246
49,246,246,246
50,214,214,214
51,224,224,224
52,224,224,224
53,198,198,198
54,228,228,228
55,228,228,228
56,228,228,228
57,228,228,228
58,228,228,228
59,228,228,228
60,228,228,228
61,228,228,228
62,228,228,228
63,265,265,265
64,265,265,265
65,276,276,276
66,276,276,276
67,236,236,236
68,236,236,236
69,329,329,329
70,329,329,329
71,270,270,270
72,270,270,270
73,270,270,270
74,301,301,301
75,276,276,276
76,276,276,276
77,276,276,276
78,240,240,240
79,240,240,240
80,240,240,240
81,240,240,240
82,240,240,240
83,330,330,330
84,299,299,299
85,299,299,299
86,299,299,299
87,299,299,299
88,299,299,299
89,299,299,299
90,299,299,299
91,299,299,299
92,174,174,174
93,173,173,173
94,173,173,173
95,347,347,347
96,347,347,347
97,347,347,347
98,347,347,347
99,205,205,205
100,172,172,172
101,210,210,210
102,210,210,210
103,210,210,210
104,210,210,210
105,254,254,254
106,254,254,254
107,254,254,254
108,254,254,254
109,242,242,242
110,227,227,227
111,227,227,227
112,227,227,227
113,227,227,227
114,227,227,227
115,130,130,130
116,130,130,130
117,130,130,130
118,226,226,226
119,226,226,226
120,226,226,226
121,226,226,226
122,179,179,179
123,179,179,179
124,179,179,179
125,127,127,127
126,127,127,127
127,127,127,127
128,127,127,127
129,127,127,127
130,258,258,258
131,215,215,215
132,232,232,232
133,232,232,232
134,232,232,232
135,232,232,232
136,248,248,248
137,228,228,228
138,218,218,218
139,218,218,218
140,218,218,218
141,218,218,218
142,42,42,42
143,39,39,39
144,39,39,39
145,39,39,39
146,39,39,39
147,39,39,39
148,178,178,178
149,178,178,178
150,129,129,129
151,125,125,125
152,155,155,155
153,159,159,159
154,159,159,159
155,159,159,159
156,159,159,159
157,159,159,159
158,159,159,159
159,229,229,229
160,229,229,229
161,198,198,198
162,198,198,198
163,198,198,198
164,198,198,198
165,183,183,183
166,183,183,183
167,215,215,215
168,215,215,215
169,215,215,215
170,222,222,222
171,225,225,225
172,225,225,225
173,229,229,229
174,229,229,229
175,225,225,225
176,225,225,225
177,225,225,225
178,220,220,220
179,220,220,220
180,227,227,227
181,227,227,227
182,205,205,205
183,205,205,205
184,205,205,205
185,205,205,205
186,266,266,266
187,237,237,237
188,234,234,234
189,234,234,234
190,234,234,234
191,228,228,228
192,228,228,228
193,228,228,228
194,228,228,228
195,228,228,228
196,228,228,228
197,217,217,217
198,217,217,217
199,217,217,217
200,199,199,199
201,334,334,334
202,334,334,334
203,334,334,334
204,252,252,252
205,252,252,252
206,238,238,238
207,238,238,238
208,301,301,301
209,301,301,301
210,301,301,301
211,301,301,301
212,270,270,270
213,270,270,270
214,270,270,270
215,270,270,270
216,210,210,210
217,210,210,210
218,203,203,203
219,215,215,215
220,228,228,228
221,228,228,228
222,228,228,228
223,250,250,250
224,253,253,253
225,253,253,253
226,253,253,253
227,253,253,253
228,192,192,192
229,170,170,170
230,227,227,227
231,295,295,295
232,295,295,295
233,295,295,295
234,269,269,269
235,244,244,244
236,243,243,243
237,243,243,243
238,202,172,243
239,202,202,202
240,185,202,202
241,185,185,185
242,185,185,185
243,185,185,185
244,185,185,185
245,185,185,185
246,185,185,185
247,172,185,185
248,172,172,172
249,172,172,172
